# APIキーが無いときに使う、主要・名作アニメの一覧（手入力）。
# タイトル<TAB>放送年<TAB>媒体(TV/MOVIE/OVA/WEB)<TAB>タグ（カンマ区切り。build_anime_db.py の TAGS にあるもの）
# 軸の値はタグから計算する。スコアは持たない（Filmarks から取れた時だけ付く）。
傷物語	2016	MOVIE	現代,ファンタジー,バトル,映像美
さよなら絶望先生	2007	TV	学園,ギャグ,映像美
ひだまりスケッチ	2007	TV	学園,日常,癒し
ef - a tale of memories.	2007	TV	恋愛,映像美,泣ける
ゼロから始める魔法の書	2017	TV	ファンタジー,冒険
魔女の旅々	2020	TV	ファンタジー,冒険,映像美
ヴァニタスの手記	2021	TV	ファンタジー,歴史,映像美
黒執事	2008	TV	歴史,ダーク,ミステリー
憂国のモリアーティ	2020	TV	歴史,心理戦,ミステリー
PSYCHO-PASS サイコパス 3	2019	TV	SF,心理戦,群像劇
よふかしのうた	2022	TV	現代,恋愛,映像美
ダーウィンズゲーム	2020	TV	現代,バトル,心理戦
トモダチゲーム	2022	TV	現代,心理戦,胸糞
ジャヒー様はくじけない！	2021	TV	ファンタジー,ギャグ
進撃！巨人中学校	2015	TV	学園,ギャグ
鋼の錬金術師	2003	TV	ファンタジー,冒険,胸糞,熱い
推しが武道館いってくれたら死ぬ	2020	TV	アイドル,ギャグ,泣ける
【推しの子】 第2期	2024	TV	現代,アイドル,心理戦,映像美
アキバ冥途戦争	2022	TV	現代,ギャグ,胸糞
パリピ孔明	2022	TV	現代,音楽,心理戦,爽快
ブルーロック VS. U-20 JAPAN	2024	TV	スポーツ,熱い
逃げ上手の若君	2024	TV	歴史,冒険,作画神,ギャグ
天国大魔境	2023	TV	SF,冒険,伏線,考察
葬送のフリーレン 第2期	2026	TV	ファンタジー,冒険,映像美
チ。 ―地球の運動について―	2024	TV	歴史,大人,脚本,胸糞
光が死んだ夏	2025	TV	現代,ホラー,青春,映像美
ようこそ実力至上主義の教室へ	2017	TV	学園,心理戦
カノジョも彼女	2021	TV	学園,ラブコメ,ギャグ
その者。のちに…	2022	TV	異世界,バトル
異世界かるてっと	2019	TV	異世界,ギャグ,ショート
ヘタリア	2009	TV	歴史,ギャグ,ショート
てーきゅう	2012	TV	スポーツ,ギャグ,ショート
秘密結社 鷹の爪	2006	WEB	ギャグ,ショート
ざつ旅 -That's Journey-	2025	TV	日常,癒し,冒険
弱キャラ友崎くん	2021	TV	学園,青春,心理戦
86―エイティシックス― 第2クール	2021	TV	SF,ロボット,泣ける
平家物語	2022	TV	歴史,映像美,泣ける,大人
映像研には手を出すな！	2020	TV	学園,青春,映像美,熱い
ハイスコアガール	2018	TV	青春,ラブコメ,ギャグ
PSYCHO-PASS サイコパス Sinners of the System	2019	MOVIE	SF,心理戦
魔都精兵のスレイブ	2024	TV	ファンタジー,バトル
ブラッククローバー 魔法帝の剣	2023	MOVIE	ファンタジー,バトル
アイの歌声を聴かせて	2021	MOVIE	SF,学園,音楽,泣ける
雨を告げる漂流団地	2022	MOVIE	ファンタジー,冒険,青春
泣きたい私は猫をかぶる	2020	MOVIE	学園,ファンタジー,青春
ジョゼと虎と魚たち	2020	MOVIE	現代,恋愛,映像美
思い出のマーニー	2014	MOVIE	ファンタジー,泣ける,映像美
借りぐらしのアリエッティ	2010	MOVIE	ファンタジー,癒し,映像美
耳をすませば	1995	MOVIE	現代,青春,恋愛,映像美
猫の恩返し	2002	MOVIE	ファンタジー,冒険
平成狸合戦ぽんぽこ	1994	MOVIE	ファンタジー,ギャグ,胸糞
メアリと魔女の花	2017	MOVIE	ファンタジー,冒険
屋根裏のラジャー	2023	MOVIE	ファンタジー,冒険,映像美
ハケンアニメ	2022	MOVIE	お仕事
えんとつ町のプペル	2020	MOVIE	ファンタジー,冒険,泣ける
さよならの朝に約束の花をかざろう	2018	MOVIE	ファンタジー,家族,泣ける,映像美
あの夏で待ってる	2012	TV	学園,SF,恋愛,青春
とある飛空士への追憶	2011	MOVIE	ファンタジー,恋愛,冒険
劇場版 ソードアート・オンライン オーディナル・スケール	2017	MOVIE	SF,バトル
鉄コン筋クリート	2006	MOVIE	現代,バトル,映像美
スチームボーイ	2004	MOVIE	SF,冒険,映像美
ホッタラケの島	2009	MOVIE	ファンタジー,冒険
銀河鉄道の夜	1985	MOVIE	ファンタジー,考察,映像美
暗殺教室	2015	TV	学園,ギャグ,泣ける,バトル
昭和元禄落語心中	2016	TV	歴史,大人,脚本,泣ける
ゆびさきと恋々	2024	TV	現代,恋愛,癒し,映像美
銀の匙 Silver Spoon	2013	TV	学園,お仕事,グルメ,青春
もやしもん	2007	TV	学園,ギャグ
ゲゲゲの鬼太郎（第6期）	2018	TV	ホラー,ファンタジー,群像劇
東京マグニチュード8.0	2009	TV	現代,家族,胸糞,泣ける
少女☆歌劇 レヴュースタァライト	2018	TV	学園,音楽,映像美,考察
キングダム	2012	TV	歴史,バトル,熱い,群像劇
範馬刃牙	2018	TV	バトル,熱い
ケンガンアシュラ	2019	WEB	バトル,熱い
ゆるキャン△ SEASON２	2021	TV	日常,癒し,グルメ
ゴジラ S.P＜シンギュラポイント＞	2021	TV	SF,考察,伏線
弱虫ペダル GRANDE ROAD	2014	TV	スポーツ,熱い,群像劇
